"","tweet","city","movie","day","Sentiment_Score"
"247","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet https://t.co/g9H8KZXdIJ","New York City","Captain America: Civil War","05.07.2016",0.964537664895937
"248","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet: You hear... https://t.co/I4pkxgvU6e","New York City","Captain America: Civil War","05.07.2016",0.956844852948723
"249","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet https://t.co/MvFKf4g6uv","New York City","Captain America: Civil War","05.07.2016",0.964924720575962
"250","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet https://t.co/sGuP8Ivm6r","New York City","Captain America: Civil War","05.07.2016",0.970034854649525
"251","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet: You hear... https://t.co/qUutfo1uXl","New York City","Captain America: Civil War","05.07.2016",0.972334505583553
"252","I liked a @YouTube video from @miamichick85 https://t.co/5MqWGoMSu0 CAPTAIN AMERICA: CIVIL WAR MOVIE REVIEW","New York City","Captain America: Civil War","05.07.2016",0.950981860057095
"253","RT @StarkLines: Captain America: Civil War, best movie of the year. No questions asked","New York City","Captain America: Civil War","05.07.2016",0.963902712161584
"254","RT @yourENTnews: Captain America: Civil War - Official ""Black Panther Vs Bucky"" Movie Clip [HD]
https://t.co/CiLzOzHDOi","New York City","Captain America: Civil War","05.07.2016",0.945496415972061
"255","If anyone says Captain America: Civil War isn't the best movie in the genre to date, I'll sock 'em in the jaw","New York City","Captain America: Civil War","05.07.2016",0.915273999630591
"256","Captain America civil war was the best super hero movie I ever seen amazing film a must watch!","New York City","Captain America: Civil War","05.07.2016",0.999427648092728
"257","If I were stranded on a desert island and could only have one Spider-Man movie with me, I'd choose Captain America: Civil War.","New York City","Captain America: Civil War","05.07.2016",0.937365385519747
"258","RT @superiormomo: Captain America: Civil War is by far the best Marvel movie","New York City","Captain America: Civil War","05.07.2016",0.96824262153456
"259","Captain America: Civil War is by far the best Marvel movie","New York City","Captain America: Civil War","05.07.2016",0.989036022142227
"260","One Word Movie Review: Captain America Civil War
      : https://t.co/oqrLHm659q","New York City","Captain America: Civil War","05.07.2016",0.586376456838386
"261","Captain America Civil War best superhero movie ever hands down #CaptainAmericaCivilWar #Avengers","New York City","Captain America: Civil War","05.07.2016",0.986581521579878
"262","No lie Captain America civil war is the best movie I've seen in Quite a while #TeamIronMan #CaptainAmericaCivilWar","New York City","Captain America: Civil War","05.07.2016",0.986108204990786
"263","Movie Review: Captain America: Civil War https://t.co/jpq0a4VZcY https://t.co/ahfLZDS6bC","New York City","Captain America: Civil War","05.07.2016",0.76200689850971
"264","Captain America: Civil War is the best Marvel movie yet. Waaay better than Avengers: Age of Ultron. Captain... https://t.co/95BzRnI1mW","New York City","Captain America: Civil War","05.07.2016",0.990312042116268
"265","RT @Lex_Swishaaa: Captain America civil war is the best superhero movie ever made. Go see it now, you scumbag","New York City","Captain America: Civil War","05.07.2016",0.908435909903889
"266","Captain America: Civil war best superhero movie ever <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","New York City","Captain America: Civil War","05.07.2016",0.974280254746499
"267","RT @ftbllchronicle: #film Captain America: Civil War Movie Review (2016) | Roger Ebert... https://t.co/omqZ2kpSOJ","New York City","Captain America: Civil War","05.07.2016",0.803807989657178
"268","#film Captain America: Civil War Movie Review (2016) | Roger Ebert... https://t.co/omqZ2kpSOJ","New York City","Captain America: Civil War","05.07.2016",0.821808805966894
"269","I can't believe Captain America: Civil War had a cameo by Dean Pelton playing Dean Pelton. A highlight in a movie full of them.","New York City","Captain America: Civil War","05.07.2016",0.587296887346269
"270","Captain America: Civil War is probably the best comic movie I've seen in a while. #TeamCap","New York City","Captain America: Civil War","05.07.2016",0.98787016619268
"271","Captain America: Civil war was the best comic book movie ever fucking seem go see that fuckin shit right fuckin now","New York City","Captain America: Civil War","05.07.2016",0.788300638562416
"272","Captain America: Civil War, best movie of the year. No questions asked","New York City","Captain America: Civil War","05.07.2016",0.989747133003655
"273","Captain America civil war was amazing. Top 3 marvel movie easily","New York City","Captain America: Civil War","05.07.2016",0.990435434667109
"274","Captain America Civil War best Superhero movie!!!!! #iconic #outstanding #everythingYouEverWanted.  #CivilWar  #CaptainAmericaCivilWar","New York City","Captain America: Civil War","05.07.2016",0.992636113635551
"275","Captain America: Civil War Movie Review - NDTV https://t.co/4L7yLBdXHa","New York City","Captain America: Civil War","05.07.2016",0.873817463980309
"276","Captain America: Civil War was a pretty okay Captain America movie!","New York City","Captain America: Civil War","05.07.2016",0.745303729000818
"277","Captain America Civil War legit the best movie I've seen this decade! All of my dreams since 5th grade come true","New York City","Captain America: Civil War","05.07.2016",0.992463706432579
"278","Captain America Civil War movie was hella good","New York City","Captain America: Civil War","05.07.2016",0.936528444841228
"279","Move out of the way Batman v Superman, Captain America civil war is the best marvel movie… https://t.co/wsVMaB3Pn9","New York City","Captain America: Civil War","05.07.2016",0.9593664795405
"280","J-L's Movie Life Episode 149 - Captain America: Civil War https://t.co/o9qthTMK90 The only review you need people!","New York City","Captain America: Civil War","05.07.2016",0.897509215746256
"281","I liked a @YouTube video from @jlcauvin https://t.co/qrTmyINyGG J-L's Movie Life Episode 149 - Captain America: Civil War","New York City","Captain America: Civil War","05.07.2016",0.990896739643799
"282","Here it is, my review of CAPTAIN AMERICA: CIVIL WAR!
https://t.co/Vd33PjcmbQ","New York City","Captain America: Civil War","05.07.2016",0.732992763926634
"283","Movie Review: Captain America: Civil War https://t.co/p1CnigJpHt","New York City","Captain America: Civil War","05.07.2016",0.740053265728179
"284","RT @kurt_loder: My midnight review of the somewhat tired, somewhat tiring #CaptainAmericaCivilWars is up now at Reason Online: https://t.co…","New York City","Captain America: Civil War","05.07.2016",0.834923662146922
"285","Move out of the way Batman v Superman, Captain America: Civil War is the best marvel movie ever!!! Yep, definetly... https://t.co/6gLLA1pmI4","New York City","Captain America: Civil War","05.07.2016",0.989922996556153
"286","Captain America: Civil War - Movie Review @CaptainAmerica #CaptainAmericaCivilWar #CivilWar https://t.co/pFQfZNbfyE https://t.co/d2WXfLlHm2","New York City","Captain America: Civil War","05.07.2016",0.296876810685553
"287","RT @chrisndeleon: Captain America: Civil War is the best superhero movie ever made","New York City","Captain America: Civil War","05.07.2016",0.965488129996893
"288","#CaptainAmericaCivilWar #holyunderroos #TeamCap just watched captain America civil war Holy shit wat a movie marvel has raised the bar","New York City","Captain America: Civil War","05.07.2016",0.481020946242625
"289","My midnight review of the somewhat tired, somewhat tiring #CaptainAmericaCivilWars is up now at Reason Online: https://t.co/yRJfDWvS1R","New York City","Captain America: Civil War","05.07.2016",0.787667658761834
"290","I really enjoyed Civil War, but it totally was not Captain America's movie. #spoileralert the end credits even said, ""Spiderman will return""","New York City","Captain America: Civil War","05.07.2016",0.180877085081278
"291","The 'Captain America: Civil War' writers tease what they have planned for the big 'Avengers' finale. https://t.co/YhOQfGrcft #Fandango","New York City","Captain America: Civil War","05.07.2016",0.569973956405412
"292","Just saw Captain America Civil War..
Best movie of the year. Better than Batman V Superman,… https://t.co/4TETEbSKDL","New York City","Captain America: Civil War","05.07.2016",0.980813945811922
"293","Captain America civil war is the best superhero movie ever made. Go see it now, you scumbag","New York City","Captain America: Civil War","05.07.2016",0.956879720253498
"294","Captain America Civil War is my favorite marvel movie hands down #TeamCap #TeamIronMan #spiderman #BlackPanther","New York City","Captain America: Civil War","05.07.2016",0.989638997356071
"295","Captain America: Civil War. 5/7 Amazing. 

Falcon quietly steals the best lines.

Best action cinematography in Super Hero movie to date.","New York City","Captain America: Civil War","05.07.2016",0.994941057244663
"296","movie night with my sweetie <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F> captain america civil war <ed><U+00A0><U+00BD><ed><U+00B3><U+00BD> @ Teaneck Cinemas https://t.co/FJDVMshPqe","New York City","Captain America: Civil War","05.07.2016",0.917733774924568
"297","Captain America Civil War was such an amazing movie! Such great acting, action, and storyline.… https://t.co/J1N1v7ZMJD","New York City","Captain America: Civil War","05.07.2016",0.999085715468581
"298","""Captain America: Civil War"" Is A Big Dumb Movie You Will Enjoy https://t.co/c3aMKjXhsU","New York City","Captain America: Civil War","05.07.2016",0.532598729399631
"299","Loved Captain America Civil War; just a fun movie to watch #TeamCap #TeamIronMan https://t.co/t5pZ308pjU","New York City","Captain America: Civil War","05.07.2016",0.998451311024509
"300","RT @businessinsider: Why 'Captain America: Civil War' is the best Marvel superhero movie yet https://t.co/bQGMF9B1VB https://t.co/UitXYU5YQ2","New York City","Captain America: Civil War","05.07.2016",0.945199928290799
"301","Captain America Civil War Movie Review: Anthony Mackie for President","New York City","Captain America: Civil War","05.07.2016",0.85586506479726
"302","Captain America civil war was an amazing movie","New York City","Captain America: Civil War","05.07.2016",0.994051068091369
"303","Movie Trailer - Captain America: Civil War https://t.co/9ARFs7yULi","New York City","Captain America: Civil War","05.07.2016",0.244086173208332
"304","It didn't disappoint!! Great Movie. #teamcaptainamerica #civilwar — watching Captain America: Civil <U+034F>Wa<U+034F>r","New York City","Captain America: Civil War","05.07.2016",0.999654864765839
"305","RT @bendreyfuss: Here is my review of ""Captain America: Civil War.” It was a big dumb movie that you’ll enjoy https://t.co/BFrYb1WmlE https…","New York City","Captain America: Civil War","05.07.2016",0.420517625013324
"306","I liked a @YouTube video https://t.co/Lt0d1qariw Captain America: Civil War - Movie Review","New York City","Captain America: Civil War","05.07.2016",0.88945714188014
"307","Civil War is great because it's the first Marvel movie to begin to admit (correctly) that Captain America sucks. He SUUUUUUUUUUUUUUUUCKS!!!!","New York City","Captain America: Civil War","05.07.2016",0.930913156748811
"308","Captain America: Civil War, damn good movie. Everything was good except for the 3D, fade 3D in general #TeamCap","New York City","Captain America: Civil War","05.07.2016",0.987452096526093
"309","I had a life before Captain America: Civil War, now I begin anew, reborn after seeing the best superhero movie ever made","New York City","Captain America: Civil War","05.07.2016",0.994934052060827
"310","Siblings see a movie for the first time this century! — watching Captain America: Civil <U+034F>Wa<U+034F>r at AMC Lennox 24 https://t.co/4CTKzjmJQG","New York City","Captain America: Civil War","05.07.2016",0.95565483817401
"311","@MaseDiSalvatore the movie isncalled captain america: civil war","New York City","Captain America: Civil War","05.07.2016",0.695226440655579
"312","IM SO EXCITED FOR CAPTAIN AMERICA CIVIL WAR! I HAVE BEEN WAITING FOR THIS MOVIE FOR LIKE EVER<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>","New York City","Captain America: Civil War","05.07.2016",0.566805672638994
"313","Captain America: Civil War is the best superhero movie ever made","New York City","Captain America: Civil War","05.07.2016",0.990092632493145
"314","Captain America Civil war is a MUST see movie !! Amazing job one of my favorite. Superhero movies #CaptainAmericaCivilWar","New York City","Captain America: Civil War","05.07.2016",0.999965200422307
"315","Captain America Civil War is now showing!! Such a great movie!<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","New York City","Captain America: Civil War","05.07.2016",0.969856255465015
"316","Captain America Civil War was just amazing. A damn fine movie all around. 
(and poor ol' DC… https://t.co/SsQ8hto1c7","New York City","Captain America: Civil War","05.07.2016",0.990157810962381
"317","Captain America: Civil War in depth review:

This movie is perfect","New York City","Captain America: Civil War","05.07.2016",0.993692852453895
"318","Yes its goin down <ed><U+00AE><U+00BA><ed><U+00BD><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00AE><U+00BA><ed><U+00BD><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #blackpanther — watching Captain America: Civil <U+034F>Wa<U+034F>r at Atlas Park- Regal Movie Theater https://t.co/ln7oLJZTuZ","New York City","Captain America: Civil War","05.07.2016",0.858099477306799
"319","This movie is everything Batman v. Superman wished it could be. — watching Captain America: Civil <U+034F>Wa<U+034F>r at AMC... https://t.co/AyEGJZGpph","New York City","Captain America: Civil War","05.07.2016",0.917319676200951
"320","Captain America: Civil War is the best superhero movie ever made and it's not even close. Bravo @Marvel, you've outdone yourselves.","New York City","Captain America: Civil War","05.07.2016",0.975989102571939
"321","""Captain America: CIvil War"" Is A BIg Dumb Movie You Will Enjoy: 
When last we saw our friends from Marvel th... https://t.co/AfQzU4sqdN","New York City","Captain America: Civil War","05.07.2016",0.894909479949253
"322","Here is my review of ""Captain America: Civil War.” It was a big dumb movie that you’ll enjoy https://t.co/BFrYb1WmlE https://t.co/XojR19iPvL","New York City","Captain America: Civil War","05.07.2016",0.386441938710951
"323","RT @MTV: .@ChrisEvans is headed to the #MovieAwards AND he's bringing an exclusive #CivilWar clip: https://t.co/dW98fY3Vy5 https://t.co/Tly…","New York City","Captain America: Civil War","05.07.2016",0.527099098067694
"324","I liked a @YouTube video https://t.co/RmxtNopiSE Marvel Captain America Civil War Movie Review , Who Will Die? Should You See It?","New York City","Captain America: Civil War","05.07.2016",0.815235056744244
"325","Giving Us More of What We're Looking For in a Superhero Movie
Full story: https://t.co/6DIoTYIxKb https://t.co/8p1arsl48s","New York City","Captain America: Civil War","05.07.2016",0.704654388485816
"326","Quiz: Can You Name The Marvel Movie By The End-Credits Scene?:  Captain America: Civil War is the... https://t.co/QXxRNvKszI CinemaBlend","New York City","Captain America: Civil War","05.07.2016",0.583700921734691
"327","RT @IndieClubNY: Today in Movie Culture: 'Captain America: Civil War' 1990s Version, 'Rogue One' Lego Version and https://t.co/RsfmTus3L2 #…","New York City","Captain America: Civil War","05.07.2016",0.717109724421263
"328","Today in Movie Culture: 'Captain America: Civil War' 1990s Version, 'Rogue One' Lego Version and https://t.co/RsfmTus3L2 #movies #MovieNews","New York City","Captain America: Civil War","05.07.2016",0.778429917800625
"329","RT @Mac_Swavey: So ready for this Captain America: Civil War movie","New York City","Captain America: Civil War","05.07.2016",0.833439621290399
"330","‘Captain America: Civil War’ Deals a Knockout Blow to DC https://t.co/AgbiEfQ0Dh @mundanematt","New York City","Captain America: Civil War","05.07.2016",0.809116948638027
"331","RT @4DX_USA: [SEE IT IN 4DX] Captain America: Civil War is finally here in #4DX! Get your tickets to see the movie everyone is... https://t…","Chicago","Captain America: Civil War","05.07.2016",0.813833483495437
"332","Movie Number 100: Captain America: Civil War - AMAZING! This movie turned out so great #DLMChallenge","Chicago","Captain America: Civil War","05.07.2016",0.980813518791886
"333","Captain America 3-Civil War  best super hero movie ever. #1","Chicago","Captain America: Civil War","05.07.2016",0.98248785255513
"334","I liked a @YouTube video https://t.co/aY6NZZPMlO Captain America: Civil War Full Movie Review! #SHRoundup","Chicago","Captain America: Civil War","05.07.2016",0.669547389633126
"335","RT @teenybod: Captain America: Civil War is the Best Marvel Movie Yet | #CaptainAmericaEvent #Marvel https://t.co/Pb8ujSXkYf via @MarvelGod…","Chicago","Captain America: Civil War","05.07.2016",0.962006381040041
"336","[SEE IT IN 4DX] Captain America: Civil War is finally here in #4DX! Get your tickets to see the movie everyone is... https://t.co/uqtnRaHlUB","Chicago","Captain America: Civil War","05.07.2016",0.940157756497966
"337","Time to head home for CIVIL WAR with my wife.
And then we're going to see the new Captain America movie.
#JUSTKIDDING #TeamCap","Chicago","Captain America: Civil War","05.07.2016",0.862765577751459
"338","Plz go see Marvel's ""Captain America: Civil War"" just so you can witness Black Panther and his people act like a BAWSE the whole movie.","Chicago","Captain America: Civil War","05.07.2016",0.395254417817807
"339","Captain America Civil War was a fantastic movie, it's the movie Avengers 2 should have been.","Chicago","Captain America: Civil War","05.07.2016",0.933832415078275
"340","Captain America: Civil War was so good. Great action and a wonderful popcorn movie. Black Panther was awesome!","Chicago","Captain America: Civil War","05.07.2016",0.999629998878551
"341","Wait, Civil War is a Captain America movie. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>.
My dumbass thought it was a documentary based on the Civil War.","Chicago","Captain America: Civil War","05.07.2016",0.635139552840706
"342","RT @SatchelPrice: Marvel is making a Black Widow standalone movie??? Finally!! https://t.co/0K1i1bmrze https://t.co/21dFRCOpE7","Chicago","Captain America: Civil War","05.07.2016",0.434798405209612
"343","Captain America: Civil War is the Best Marvel Movie Yet | #CaptainAmericaEvent #Marvel https://t.co/Pb8ujSXkYf via @MarvelGoddess24","Chicago","Captain America: Civil War","05.07.2016",0.97492488235617
"344","Just saw Captain America :Civil War. With out any spoilers I will say this. Spidey may just be the best part of the whole movie!","Chicago","Captain America: Civil War","05.07.2016",0.734634214288468
"345","Surprised NPR gav #CaptainAmericaCivilWar a glowin rev https://t.co/FlB9grMCBj Zach asked me 2choose #teamcap but I'm thinkin who?team what?","Chicago","Captain America: Civil War","05.07.2016",0.670642175136241
"346","Captain America's Civil War Movie Review From A Black Nerd! https://t.co/Q8Mi411Tue via @YouTube","Chicago","Captain America: Civil War","05.07.2016",0.851075323302578
"347","Marvel is making a Black Widow standalone movie??? Finally!! https://t.co/0K1i1bmrze https://t.co/21dFRCOpE7","Chicago","Captain America: Civil War","05.07.2016",0.45996553764795
"348","#CivilWar = Graduation
Captain America Civil War gets a 9/10. See why in this review: https://t.co/pVkZ6ksOSn https://t.co/GHyFmFe2Hw","Chicago","Captain America: Civil War","05.07.2016",0.799295148808881
"349","Movie review: ‘Civil War’ may divide its audience in two.
https://t.co/4xE6uLUlEh","Chicago","Captain America: Civil War","05.07.2016",0.20793571638922
"350","this about sums it up
 https://t.co/ZhfzDUW4kX via @voxdotcom","Chicago","Captain America: Civil War","05.07.2016",0.525652290646144
"351","Captain America: Civil War is a very, very, very good movie.","Chicago","Captain America: Civil War","05.07.2016",0.991668797931936
"352","Here's my review of Civil War by Ken Burns. https://t.co/XdFxOYGxwo","Chicago","Captain America: Civil War","05.07.2016",0.214689452392174
"353","RT @SpoilerDashFree: #CaptainAmericaCivilWar is a A MUST SEE! Watch either my Spoiler or Spoiler-Free review: https://t.co/pVkZ6ksOSn https…","Chicago","Captain America: Civil War","05.07.2016",0.995458664872225
"354","#CaptainAmericaCivilWar is a A MUST SEE! Watch either my Spoiler or Spoiler-Free review: https://t.co/pVkZ6ksOSn https://t.co/WSXmPbUC4l","Chicago","Captain America: Civil War","05.07.2016",0.99318126989142
"355","I liked a @YouTube video from @tjsotomayor https://t.co/6WBPzuV1Je Captain America's Civil War Movie Review From A Black Nerd!","Chicago","Captain America: Civil War","05.07.2016",0.963745241461487
"356","Captain America: Civil War - Movie Review https://t.co/IqBoqtGNAo","Chicago","Captain America: Civil War","05.07.2016",0.843004379215599
"357","Why the great 'Captain America: Civil War' might save the superhero movie https://t.co/WWktCcvHZc","Chicago","Captain America: Civil War","05.07.2016",0.58246702643721
"358","Why 'Captain America: Civil War' Is the 'Empire Strikes Back' of the Marvel Cinematic Universe https://t.co/daUdwdq4Nr #movies #MovieNews","Chicago","Captain America: Civil War","05.07.2016",0.797701810676973
"359","Movie Trailer: Captain America: Civil War https://t.co/dr0Bk0gHXm https://t.co/0HwIhZdeMX","Chicago","Captain America: Civil War","05.07.2016",0.301679930575611
"360","Captain America: Civil War - Movie Review: https://t.co/aJgI9gcjMq via @YouTube","Chicago","Captain America: Civil War","05.07.2016",0.833990982097202
"361","RT @brpaba: we're about to see a movie whose title includes the words ""war"" AND ""America"" AND ""civil"" AND ""captain"" https://t.co/AdRhe6tEU6","Chicago","Captain America: Civil War","05.07.2016",0.624517405386485
"362","When your husband wants to see the new civil war movie and your like ""I haven't seen the captain America movie nor Thor movies""","Chicago","Captain America: Civil War","05.07.2016",0.817673036866518
"363","Movie options for your weekend: a superhero blockbuster (you know the one) plus some smaller gems from @CaponeAicn. https://t.co/wfcRxFHW2e","Chicago","Captain America: Civil War","05.07.2016",0.923670906558192
"364",".@CaptainAmerica: Civil War review: That's how you do it!

https://t.co/pS0vpkw6Z9 @RobertDowneyJr @ChrisEvans https://t.co/wjO0M60fuf","Chicago","Captain America: Civil War","05.07.2016",0.706908631759743
"365","Captain America: Civil War Review https://t.co/y1BwOYZiFQ #CaptainAmericaCivilWar #TeamIronMan #TeamCaptainAmerica https://t.co/eCPrO29rgo","Chicago","Captain America: Civil War","05.07.2016",0.693416638116624
"366","Marvel Movie Day (@ AMC Randhurst 12 - @amctheatres for Captain America: Civil War in Mount Prospect, IL) https://t.co/OE7qyqGGpN","Chicago","Captain America: Civil War","05.07.2016",0.87169587946835
"367","RT @vishnurajeevan: Captain America civil war is the best Spiderman movie, hands down.","Chicago","Captain America: Civil War","05.07.2016",0.989578622221968
"368","RT @Comic_Slobs: Captain America: Civil War You've seen the movie, now check the #podcast about the #comics https://t.co/fz7iT7ilOm #Marvel","Chicago","Captain America: Civil War","05.07.2016",0.799570043455173
"369","RT @chicagotribune: ""Captain America: Civil War"" is poised for a huge opening. The review from @phillipstribune https://t.co/zgFU6ZQSnD htt…","Chicago","Captain America: Civil War","05.07.2016",0.915940754165516
"370","20 Burning Questions You'll Have After Watching Captain America: Civil War, Marvel's Best Movie Yet https://t.co/Sp5HCxCV14","Chicago","Captain America: Civil War","05.07.2016",0.968298153578388
"371","RT @Nightowlmama: Directors Interview Anthony &amp; Joe Russo Must Read Before seeing Movie #CaptainAmericaEvent  https://t.co/IcU0YkuvSs https…","Chicago","Captain America: Civil War","05.07.2016",0.93039816983836
"372","Captain America: Civil War 

A++ absolutely epic and amazing movie. highly recommend watching","Chicago","Captain America: Civil War","05.07.2016",0.999706145678247
"373","Wasn't sure if it was possible for Captain America: Civil War to live up to the crazy expectations I had for it, but it did! Amazing movie!","Chicago","Captain America: Civil War","05.07.2016",0.990157264201415
"374","#RussoBrothers have done it again. Captain America Civil War was outstanding! My 2nd favorite marvel movie after Winter Soldier. #TeamCap","Chicago","Captain America: Civil War","05.07.2016",0.987352495850248
"375","Captain America Civil War hands down best Marvel movie so far !!! I'll probably see it 5 more times in theaters. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Antman <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>","Chicago","Captain America: Civil War","05.07.2016",0.994995144210699
"376","The new Captain America/civil war movie was Preeeeeeetty awesome. My mans cap kicked major ass","Chicago","Captain America: Civil War","05.07.2016",0.96797856715803
"377","Captain America: Civil War totally gets a 10/10! Totally great movie. I'll be exhausted tomorrow but overall was totally worth it!","Chicago","Captain America: Civil War","05.07.2016",0.998551809516124
"378","Captain America civil war was a good ass movie","Chicago","Captain America: Civil War","05.07.2016",0.915087665174401
"379","RT @MuchScrolling: It is fair to say that Captain America: Civil <U+034F>Wa<U+034F>r may be the best super hero movie.","Chicago","Captain America: Civil War","05.07.2016",0.909015686703794
"380","It is fair to say that Captain America: Civil <U+034F>Wa<U+034F>r may be the best super hero movie.","Chicago","Captain America: Civil War","05.07.2016",0.948913784670038
"381","""Captain America: Civil War"" is poised for a huge opening. The review from @phillipstribune https://t.co/zgFU6ZQSnD https://t.co/XBIT8I50Jh","Chicago","Captain America: Civil War","05.07.2016",0.942608060342958
"382","Captain America civil war is the best Spiderman movie, hands down.","Chicago","Captain America: Civil War","05.07.2016",0.981145731955793
"383","Captain America: Civil War is the best comic book movie to date!!! Amazing job. Can't wait for Spider-Man &amp; Black Panther solo films.","Chicago","Captain America: Civil War","05.07.2016",0.999343097729907
"384","Captain America: Civil War You've seen the movie, now check the #podcast about the #comics https://t.co/fz7iT7ilOm #Marvel","Chicago","Captain America: Civil War","05.07.2016",0.856150140196475
"385","Captain America: Civil War is by far my most favorite Marvel movie to date. It really sets the bar for all Avenger movies to come #TeamCap","Chicago","Captain America: Civil War","05.07.2016",0.991199708575444
"386","we're about to see a movie whose title includes the words ""war"" AND ""America"" AND ""civil"" AND ""captain"" https://t.co/AdRhe6tEU6","Chicago","Captain America: Civil War","05.07.2016",0.753263891045278
"387","Don Shanahan of “Every Movie Has a Lesson” reviews “Captain America: Civil War” and “The Family... https://t.co/HJ1T4AtcBJ","Chicago","Captain America: Civil War","05.07.2016",0.466408994194796
"388","Captain America:Civil War was mad real! Good movie! #CaptainAmericaCivilWar #movies","Chicago","Captain America: Civil War","05.07.2016",0.959594897220541
"389","Civil War was a dream. Somehow an awesome Avengers movie and super Captain America movie at the same time. A real life crossover.","Chicago","Captain America: Civil War","05.07.2016",0.992183634316549
"390","Captain America Civil War!! This movie is going to be epic...#TeamCap #cousinlove #awesome… https://t.co/7XdIQiRg0n","Chicago","Captain America: Civil War","05.07.2016",0.954264060248384
"391","Captain America Civil War was the best, holy shit. Everyone must see this movie<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>","Chicago","Captain America: Civil War","05.07.2016",0.981891097595138
"392","Captain America Civil War is the best superhero movie ever created","Chicago","Captain America: Civil War","05.07.2016",0.98509965616751
"393","Civil War - Iron Man + Captain America Movie Collection: https://t.co/Rz6MlajEEH via @YouTube","Chicago","Captain America: Civil War","05.07.2016",0.904333472348368
"394","Today in Movie Culture: 'Captain America: Civil War' 1990s Version, 'Rogue One' Lego Version and https://t.co/tQScXXVBLJ #movies #MovieNews","Chicago","Captain America: Civil War","05.07.2016",0.748048604775825
"395","Seriously,  Captain America: Civil War is the best Marvel movie to date ..  The entire movie was phenomenal","Lincoln ","Captain America: Civil War","05.07.2016",0.970393960629599
"396","RT @JoshNedved: Captain America: Civil War is debatably the best superhero movie ever made.","Lincoln ","Captain America: Civil War","05.07.2016",0.908185973326145
"397","Captain America: Civil War is debatably the best superhero movie ever made.","Lincoln ","Captain America: Civil War","05.07.2016",0.952554018655346
"398","Still Jonesing on Captain America Civil War, what a great movie. Better than expected.","New Orleans","Captain America: Civil War","05.07.2016",0.996886383006974
"399","Captain America Civil War- One of the few times where the movie is better than the book.","New Orleans","Captain America: Civil War","05.07.2016",0.938628088800437
"400","RT @screenjunkies: Here is the official spoiler free @CaptainAmerica #CivilWar review by @MurrellDan 
https://t.co/dqQL29NdfY https://t.co/…","Los Angeles","Captain America: Civil War","05.07.2016",0.0515828738416804
"401","Review: Captain America: Civil War Is Blessedly Light on Its Feet  https://t.co/V1ysDcGoON  via @TIME","Los Angeles","Captain America: Civil War","05.07.2016",0.732198704101793
"402","Here is the official spoiler free @CaptainAmerica #CivilWar review by @MurrellDan 
https://t.co/dqQL29NdfY https://t.co/Z1qeRB01Zd","Los Angeles","Captain America: Civil War","05.07.2016",0.0623398112797098
"403","RT @litegear: NOW PLAYING: CAPTAIN AMERICA - CIVIL WAR The latest marvel movie used #LiteRibbon, #LiteStix and #LiteMat! https://t.co/Sp7TG…","Los Angeles","Captain America: Civil War","05.07.2016",0.783021422942291
"404","#NowWatching Captain America: Civil War 
Review/rating after movie at jayaresmovies 
#Marvel… https://t.co/9mO6x3fVNh","Los Angeles","Captain America: Civil War","05.07.2016",0.757186871375035
"405","RT @PhillyD: Just watched the 8:30AM showing of Captain America: Civil War.

Such a fun and at times heart breaking movie. https://t.co/n02…","Los Angeles","Captain America: Civil War","05.07.2016",0.88070946924037
"406","'Captain America: Civil War': Bucky's Comic vs. Movie Career https://t.co/mvC4iS6uf2 | https://t.co/3PeDPzXxKG","Los Angeles","Captain America: Civil War","05.07.2016",0.268617006947226
"407","RT @Borys_Kit: 'Captain America: Civil War': Bucky's Comic vs. Movie Career https://t.co/DgZtDCDjho","Los Angeles","Captain America: Civil War","05.07.2016",0.194141819386806
