"","tweet","city","movie","day","Sentiment_Score"
"16","RT @ScreenMediaFilm: #MothersAndDaughters w/ @sharonstone @SusanSarandon@CourteneyCox @ChristinaRicci  &amp; more! https://t.co/ExHCyXv4CO http…","New York City","Mothers and Daughters","05.08.2016",0.666870961957153
"17","RT @ScreenMediaFilm: Head to @FandangoNOW and rent or buy #MothersAndDaughters, a perfect #MothersDay gift - https://t.co/DP9dXEoqnq https:…","New York City","Mothers and Daughters","05.08.2016",0.627279764843514
"18","RT @SymmetrytheBand: It's Mother's Day weekend!   Congratulations to the producers, cast and crew of the movie Mothers and Daughters... htt…","Los Angeles","Mothers and Daughters","05.08.2016",0.681213884339479
"19","RT @OraSTL: #NowWatching Mothers and Daughters by Paul Duddridge now available on #iTunes  https://t.co/uon9IrcmkK","St. Louis ","Mothers and Daughters","05.08.2016",0.814446985920572
"20","#NowWatching Mothers and Daughters by Paul Duddridge now available on #iTunes  https://t.co/uon9IrcmkK","St. Louis ","Mothers and Daughters","05.08.2016",0.876196476886777
"21","RT @indiewire: Here's every movie being released in theaters this weekend. What are you seeing? https://t.co/AxgvZntQ87 https://t.co/Ocx7X4…","New York City","Elstree 1976","05.08.2016",0.714625171474977
"22","RT @SusanShopmaker: It's Friday !  Those People Movie Trailer https://t.co/pDtTgvJZ3N via @YouTube @ThosePeopleFilm .","New York City","Those People","05.08.2016",0.181925121525263
"23","There should honestly be more hype for the ratchet and clank movie because I know more people played those games than read the avengers","Seattle","Those People","05.08.2016",0.252650642080458
"24","RT @indiewire: How Rob Reiner survived 20 years of bad movie making https://t.co/z5XIxCufzn https://t.co/7Cb8r7o5EW","New York City","Being Charlie","05.08.2016",0.383836841371275
"25","@devbostick is there going to be a movie premier or any signings for the being charlie movie? I really want to meet you and @notnickrob","New York City","Being Charlie","05.08.2016",0.864369021669364
"26","The campaign for Being Charlie sold a movie that's high on emotional family drama and relies on the Reiner name: https://t.co/QPp3S1t8E0","Chicago","Being Charlie","05.08.2016",0.619948116703825
"27","The campaign for Being Charlie sold a movie that's high on emotional family drama and relies on the Reiner name: https://t.co/xLhifmeZpF","Chicago","Being Charlie","05.08.2016",0.749402479841512
"28","(Review) THE OFFERING: You've seen this movie 100 times already. No need to make it 101. https://t.co/gYdUOImc2F https://t.co/hjIukx7yF3","New York City","The Offering","05.08.2016",0.209245238988462
"29","And I don't tolerate a movie staff, including the manager, offering no apologies or remorse for their behavior. Never go to @ShowBizCinemas","Houston","The Offering","05.08.2016",0.51593426116647
"30","Yeay for this talent pool of female directors! Can't wait to see their films! #womeninfilm #film #movies https://t.co/Q0bYRCG6ly","New York City","Dark Horse","05.08.2016",0.91311851666814
"31","RT @indiewire: These 10 female filmmakers are set to dominate the summer movie season https://t.co/K797ygElh3 https://t.co/e6JcTWzslB","New York City","Dark Horse","05.08.2016",0.71224702794862
"32","These 10 female filmmakers are set to dominate the summer movie season https://t.co/K797ygElh3 https://t.co/e6JcTWzslB","New York City","Dark Horse","05.08.2016",0.789558503325832
"33","RT @indiewire: Eager to catch a summer movie from a female director? Here are 10 not to miss: https://t.co/K797ygElh3 https://t.co/mbJ1EwEH…","New York City","Dark Horse","05.08.2016",0.719170559214514
"34","RT @andyserling: So the movie Dark Horse looks excellent. Can't wait to see it this week....https://t.co/z7TLeO2XsB","New York City","Dark Horse","05.08.2016",0.983276851225101
"35","RT @indiewire: 2016 Summer Movie Preview: 10 New Movies From Female Directors https://t.co/K797ygElh3 https://t.co/0AOfudngaE","New York City","Dark Horse","05.08.2016",0.564161776227234
"36","https://t.co/n8QvojfGeD","New York City","Dark Horse","05.08.2016",0.83098762987047
"37","So the movie Dark Horse looks excellent. Can't wait to see it this week....https://t.co/z7TLeO2XsB","New York City","Dark Horse","05.08.2016",0.992405352658305
"38","https://t.co/hkbnq9Fdmb","Los Angeles","Dark Horse","05.08.2016",0.714538038549634
"39","Big birthday outing to see Captain America: the Civil War! Fantastic movie. Who's side are you on?","Boston","Captain America: Civil War","05.08.2016",0.945979965295168
"40","RT @ClintSmithIII: Captain America: Civil War might have been the best Marvel movie I've ever seen. Also, this Black Panther movie is about…","Boston","Captain America: Civil War","05.08.2016",0.725725631591042
"41","Is the prevalence of superhero movies a sign of the times, or are the stories' appeal tied to a more universal... https://t.co/rZu05YzlSE","Boston","Captain America: Civil War","05.08.2016",0.972927371050604
"42","REVIEW: ""Captain America: Civil War"" is the mightiest Marvel movie:
https://t.co/GTZjUToOsK","Boston","Captain America: Civil War","05.08.2016",0.771945548011421
"43","Movie Review: #CaptainAmericaCivilWar https://t.co/9xwbha0gbe The best Avengers movie of all. #TeamCap  #TeamIronMan https://t.co/SCG1bIkiL6","Boston","Captain America: Civil War","05.08.2016",0.989418855231981
"44","My review of Captain America Civil War is just best Marvel Studios movie since Avengers. Great story lasting consequences for the future","Boston","Captain America: Civil War","05.08.2016",0.996586481955034
"45","Captain America: Civil War might have been the best Marvel movie I've ever seen. Also, this Black Panther movie is about to change my life.","Boston","Captain America: Civil War","05.08.2016",0.840208983896907
"46","RT @SU_Voice: Now @ the Voice: Movie Review: #CaptainAmerica: #CivilWar https://t.co/Cd8S8hfjyz","Boston","Captain America: Civil War","05.08.2016",0.202950658031908
"47","Now @ the Voice: Movie Review: #CaptainAmerica: #CivilWar https://t.co/Cd8S8hfjyz","Boston","Captain America: Civil War","05.08.2016",0.273353246041078
"48","Captain America Civil War has already made over $7 million just yesterday alone this movie is definitely gonna break records","Boston","Captain America: Civil War","05.08.2016",0.656050757970148
"49","Movie time with Mini-me! #TeamCap (@ Showcase Legacy Place for Captain America: Civil War in Dedham, MA) https://t.co/Ky6okXLvWe","Boston","Captain America: Civil War","05.08.2016",0.662320722491539
"50","Movie Review: #CaptainAmericaCivilWar https://t.co/9xwbha0gbe The best Avengers movie of all. #TeamCap #TeamIronMan https://t.co/52N0ONTru9","Boston","Captain America: Civil War","05.08.2016",0.989277353294716
"51","@catiewayne Civil War is the greatest movie ever. The Captain America trilogy is better than the original Star Wars trilogy.","Boston","Captain America: Civil War","05.08.2016",0.978958414558708
"52","BTW Captain America: Civil War, top 5 movie in my book. But that's cause I'm a sucker for anything spiderman <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> but still 10/10","Boston","Captain America: Civil War","05.08.2016",0.988420875387954
"53","Captain America Civil War time! :-D So excited for this movie. Stuck in a small sold out theater though. LOL","Boston","Captain America: Civil War","05.08.2016",0.641259910793104
"54","Dam really wanna see the new captain America civil war movie shiiiiiit","Boston","Captain America: Civil War","05.08.2016",0.53071798493643
"55","Overall, CAPTAIN AMERICA: CIVIL WAR was easily the best Avengers movie (and it most definitely is one), even with some speed bumps.","Boston","Captain America: Civil War","05.08.2016",0.991972640836214
"56","Saw Captain America: Civil War yesterday awesome movie.","New York City","Captain America: Civil War","05.08.2016",0.984283766286281
"57","I liked a @YouTube video from @shockedhuh https://t.co/3G3dymtmzK Captain America: Civil War - Movie Review (NO SPOILERS)","New York City","Captain America: Civil War","05.08.2016",0.968967983192222
"58","RT @indiewire: Here's every movie being released in theaters this weekend. What are you seeing? https://t.co/AxgvZntQ87 https://t.co/Ocx7X4…","New York City","Captain America: Civil War","05.08.2016",0.714625171474977
"59","Captain America Civil War is AWESOME!!!!!!!!!!!!!!

Stay after the movie finishes for 2 teasers.","New York City","Captain America: Civil War","05.08.2016",0.964267049132899
"60","Captain America: Civil War (MOVIE REVIEW) https://t.co/saZGA3zzd9 https://t.co/Mul65mQtae","New York City","Captain America: Civil War","05.08.2016",0.791101217221734
"61","Winter Soldier is still the best Captain America movie, but Civil War is easily the best Avengers movie.","New York City","Captain America: Civil War","05.08.2016",0.98960032895563
"62","@MaureenAlice22 check out #28 https://t.co/Axl9NPbIVj","New York City","Captain America: Civil War","05.08.2016",0.343550076378688
"63","Slightly mad that Sharon said it, but I'm glad it was said in the movie. Captain America: Civil War definitely didn't disappoint! #TeamCap","New York City","Captain America: Civil War","05.08.2016",0.94731021443645
"64","Captain America: Civil War

Worst

Spiderman

Movie

Ever","New York City","Captain America: Civil War","05.08.2016",0.0471443098606372
"65","Captain America: Civil war is the best movie Marvel has ever released @VirtuaMe @StikeGamer","New York City","Captain America: Civil War","05.08.2016",0.980408049557539
"66","<ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> Civil War was phenomenal (tho not sure why it’s a Captain America movie and not Avengers) https://t.co/WB0PszKP9L","New York City","Captain America: Civil War","05.08.2016",0.911401217778268
"67","RT @NYMag: #CaptainAmericaCivilWar is a busy—but uninventive—blockbuster. Our review: https://t.co/amwtaHau6e https://t.co/wznJk86obO","New York City","Captain America: Civil War","05.08.2016",0.365405356147901
"68","Collider Movie Talk Spoiler Review Of 'CAPTAIN AMERICA: CIVIL WAR.' https://t.co/04uHMNKTmM https://t.co/JwBY14e7r2","New York City","Captain America: Civil War","05.08.2016",0.740480987925638
"69","RT @RobWBailey: Did 'Captain America: Civil War' conquer Staten Island movie fans? https://t.co/5oDYgjycdv","New York City","Captain America: Civil War","05.08.2016",0.475725790577605
"70","Tom Holland and Chadwick Boseman absolutely kill in Captain America Civil War. Fucking Kill. Holy shit such a good movie","New York City","Captain America: Civil War","05.08.2016",0.726454609625548
"71","RT @CinemaAttack: .@Kevfeige hints at a possible #BlackWidow movie in the future! (https://t.co/SYmoRnWF5i) https://t.co/E1fO8P0QDz","New York City","Captain America: Civil War","05.08.2016",0.846559972691549
"72","Captain America Civil War was SOOOOOOO GOOD! After that movie #TeamCap all da way!","New York City","Captain America: Civil War","05.08.2016",0.700704806502315
"73","What's Your Take on 'Captain America' Good, Bad and The Ugly https://t.co/kXP12mVlpq #movie #film","New York City","Captain America: Civil War","05.08.2016",0.918708617111516
"74","Did 'Captain America: Civil War' conquer Staten Island movie fans? https://t.co/5oDYgjycdv","New York City","Captain America: Civil War","05.08.2016",0.643375673275745
"75","Saw captain America civil war and I can't wait to see it again because  that's how good that movie was !!","New York City","Captain America: Civil War","05.08.2016",0.98858633310218
"76","I'm At The Movie Theaters Getting Ready To Watch Captain America Civil War. #CaptainAmerica… https://t.co/b6gAjiiU7X","New York City","Captain America: Civil War","05.08.2016",0.821888531642508
"77","RT @Michthecat: Captain America: civil war was a great ass movie","New York City","Captain America: Civil War","05.08.2016",0.650787577937951
"78","RT @HollywoodLife: ‘Captain America: Civil War’: the secret post-credit scenes everyone's talking about https://t.co/sZ14yB4P8H https://t.c…","New York City","Captain America: Civil War","05.08.2016",0.494436539957115
"79","Captain America: Civil War, thanks for introducing an adorable Spider-Man and an all around rad movie","New York City","Captain America: Civil War","05.08.2016",0.957905124767094
"80","Captain America: civil war was a great ass movie","New York City","Captain America: Civil War","05.08.2016",0.961549810401056
"81","RT @saudddix3: Currently watching Captain America Civil War lost AF bc I've never seen a marvel movie <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","New York City","Captain America: Civil War","05.08.2016",0.654451752327808
"82","RT @PeaceOfCake_: Please don't call Civil War an Avengers movie. It was definitely centered around Captain America. The Avengers &amp; Co just…","New York City","Captain America: Civil War","05.08.2016",0.554485982970213
"83","Captain America: Civil War was probably better than the Avengers and any Marvel movie. Plus new Spider-Man is and will be the best one #dope","New York City","Captain America: Civil War","05.08.2016",0.982940684772605
"84","RT @bct1984: Get pumped for #CivilWar https://t.co/Fz9kZZLekm","New York City","Captain America: Civil War","05.08.2016",0.623103146122566
"85","Get pumped for #CivilWar https://t.co/Fz9kZZLekm","New York City","Captain America: Civil War","05.08.2016",0.770924566388467
"86","Captain America Civil War is may be the best Marvel movie. Avengers was more fun, but Civil War had better story","New York City","Captain America: Civil War","05.08.2016",0.689115431643446
"87","Wrote a little something about the new Marvel movie.  Do it!

https://t.co/jbSGcp81Pk","New York City","Captain America: Civil War","05.08.2016",0.93021768794063
"88","RT @JimmFORCE: Captain America: Civil War Movie Review || Did Marvel Out Marvel Themselves?: https://t.co/nwHqzN8Ged via @YouTube","New York City","Captain America: Civil War","05.08.2016",0.576413247816398
"89","Please don't call Civil War an Avengers movie. It was definitely centered around Captain America. The Avengers &amp; Co just got involved.","New York City","Captain America: Civil War","05.08.2016",0.485267986623165
"90","RT @DAlter007: #BlackPanther is the Boba Fett in this movie. Steals the show ""Black Panther Wins Marvel's Civil War"" - @Forbes  https://t.c…","New York City","Captain America: Civil War","05.08.2016",0.580581333512805
"91","Just watched Captain America Civil War and it is such a good movie!!!!!","New York City","Captain America: Civil War","05.08.2016",0.933799177783329
"92","All these clips of Captain America: Civil War makes me sad cuz idk when i'll see the movie lol. Spoilers are coming.","New York City","Captain America: Civil War","05.08.2016",0.318945364996296
"93","Marvel wins. Batman v Superman&lt;Captain America: Civil War Arguably the greatest superhero movie ever man. GG @Marvel #CaptainAmericaCivilWar","New York City","Captain America: Civil War","05.08.2016",0.923999718078964
"94","RT @movietvtechgeek: Latest:  Friday Box Office: ‘Captain America: Civil War’ Eyes… https://t.co/cRODLdHMda #Movie #MovieTVTechGeeks https:…","New York City","Captain America: Civil War","05.08.2016",0.609245549100157
"95","Latest:  Friday Box Office: ‘Captain America: Civil War’ Eyes… https://t.co/cRODLdHMda #Movie #MovieTVTechGeeks https://t.co/4LfLuPeXqN","New York City","Captain America: Civil War","05.08.2016",0.828312972081882
"96","Go see it... Now! https://t.co/mN7uc6bg9K","New York City","Captain America: Civil War","05.08.2016",0.839375614044399
"97","Captain America: Civil War Movie Review - Next Man Up https://t.co/LUaqIhmhtn #NMU #CaptainAmericaCivilWar https://t.co/9B0ofIX0Gy","New York City","Captain America: Civil War","05.08.2016",0.509986964040333
"98","I Hate Your Favorite Movie: Film critic John Serba talks 'Captain America: Civil War,' more -… https://t.co/5ADjE2GoPw","New York City","Captain America: Civil War","05.08.2016",0.224689204372576
"99","RT @EW: #CaptainAmericaCivilWar is basically a third #Avengers movie—and it's the best yet. Review: https://t.co/Tj7Ga1QXMw https://t.co/tY…","New York City","Captain America: Civil War","05.08.2016",0.725534909187973
"100","RT @NYMag: #CaptainAmericaCivilWar is a busy—but uninventive—blockbuster. Our review: https://t.co/KBpeaGRgvU https://t.co/2RhlPoNz58","New York City","Captain America: Civil War","05.08.2016",0.336673424746523
"101","RT @LongboxPodcast: CAPTAIN AMERICA: CIVIL WAR. Matt and Tyler discuss Marvel's newest movie and Matt talks about bumpkins. https://t.co/Cr…","New York City","Captain America: Civil War","05.08.2016",0.45151643482008
"102","CAPTAIN AMERICA: CIVIL WAR. Matt and Tyler discuss Marvel's newest movie and Matt talks about bumpkins. https://t.co/CrzlUJlVbb","New York City","Captain America: Civil War","05.08.2016",0.556029402819536
"103","RT @ajhan: My kingdom for a Marvel movie where the Avengers are ONLY ever in casual wear. https://t.co/uoJi6bjrWT","New York City","Captain America: Civil War","05.08.2016",0.511281407448115
"104","Just saw 'Captain America: Civil War'. An amazing movie. Chadwick Boseman and Tom Holland stole the show as Black... https://t.co/fvq6ejSHNX","New York City","Captain America: Civil War","05.08.2016",0.938713901836657
"105","Watch Captain America: Civil War Full Movie https://t.co/0x5fTROC7h https://t.co/4Ad2HyCzZm","New York City","Captain America: Civil War","05.08.2016",0.622752439455525
"106","RT @ColliderNews: Movie Talk takes a spoiler-y look at ‘Captain America: Civil War’ in their new video review - https://t.co/XtkV0UD0NO","New York City","Captain America: Civil War","05.08.2016",0.867784023238312
"107","RT @indiewire: Here are the 16 studio films we can't wait to see this summer https://t.co/BoxXWl2z06 #TheNiceGuys #TheConjuring2 https://t.…","New York City","Captain America: Civil War","05.08.2016",0.932601155959622
"108","A glowing @voxdotcom review of #CaptainAmericaCivilWar -the only kind of review I'm seeing. Okay, I'm intrigued. https://t.co/NqXfr7i098","New York City","Captain America: Civil War","05.08.2016",0.819560928705508
"109","Captain America: Civil War aka Fan Service, the Movie!","New York City","Captain America: Civil War","05.08.2016",0.949975361007869
"110","RT @techinsider: 'Captain America: Civil War' has a subliminal message for the new Spider-Man movie https://t.co/BvgsYLCKii https://t.co/3O…","New York City","Captain America: Civil War","05.08.2016",0.461674166943091
"111","RT @techinsider: #ICYMI our review of #CaptainAmericaCivilWar: the movie #BatmanvSuperman wanted to be https://t.co/jIPxMDmSWo https://t.co…","New York City","Captain America: Civil War","05.08.2016",0.410061513046114
"112","Wow, CAPTAIN AMERICA: CIVIL WAR is going to be a really short movie. #TeamIronMan https://t.co/NHq8wWXqCQ","New York City","Captain America: Civil War","05.08.2016",0.662997639756002
"113","Yo Go See That captain America civil War Movie its <ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6>","New York City","Captain America: Civil War","05.08.2016",0.750795863437902
"114","Retweeted Film Fiends (@FilmFiends):

Movie Talk: ‘Captain America: Civil War’ Video Spoiler Review... https://t.co/KC28UILXSa","New York City","Captain America: Civil War","05.08.2016",0.656623756123854
"115","RT @FilmFiends: Movie Talk: ‘Captain America: Civil War’ Video Spoiler Review https://t.co/fAPnDBeb3V #FilmFiends #Fan220","New York City","Captain America: Civil War","05.08.2016",0.823326142341691
"116","Movie Talk: ‘Captain America: Civil War’ Video Spoiler Review https://t.co/fAPnDBeb3V #FilmFiends #Fan220","New York City","Captain America: Civil War","05.08.2016",0.904404594128482
"117","RT @movietvtechgeek: Latest:  Movie Talk: ‘Captain America: Civil War’ Video… https://t.co/AeNQHHsNcH #MovieTalk #MovieTVTechGeeks https://…","New York City","Captain America: Civil War","05.08.2016",0.411071242472653
"118","Latest:  Movie Talk: ‘Captain America: Civil War’ Video… https://t.co/AeNQHHsNcH #MovieTalk #MovieTVTechGeeks https://t.co/Dr0JOcms4s","New York City","Captain America: Civil War","05.08.2016",0.766879283367689
"119","Movie Talk takes a spoiler-y look at ‘Captain America: Civil War’ in their new video review - https://t.co/XtkV0UD0NO","New York City","Captain America: Civil War","05.08.2016",0.886399792964837
"120","#CaptainAmericaCivilWar is the movie #BatmanvSuperman wanted to be https://t.co/uQ5BJNaxlr https://t.co/G5vmyDKgmQ","New York City","Captain America: Civil War","05.08.2016",0.336938762203696
"121","Captain America: Civil War is the best Spider-Man movie. Great, intensely satisfying film. All fight scenes were top notch. Loved it.","New York City","Captain America: Civil War","05.08.2016",0.99879346189421
"122","#ICYMI our review of #CaptainAmericaCivilWar: the movie #BatmanvSuperman wanted to be https://t.co/jIPxMDmSWo https://t.co/KuBsP1iAe8","New York City","Captain America: Civil War","05.08.2016",0.327804379132563
"123","Captain America: Civil War was good not great.. first half of the movie was a snooze and second half was great.. = good not great","New York City","Captain America: Civil War","05.08.2016",0.353776845606417
"124","RT @jasondashbailey: Our big summer movie preview: https://t.co/0jMS3nGTaR and my CIVIL WAR review, for you read-it-after-I-see-it people h…","New York City","Captain America: Civil War","05.08.2016",0.901808833439165
"125","I liked a @YouTube video from @wewatchedamovie https://t.co/o34XP0ABMZ Civil War Movie Review (Marvel's Captain America: Civil War","New York City","Captain America: Civil War","05.08.2016",0.965376831387
"126","RT @Forbes: Prepare for 'Captain America: Civil War' with a look at each Marvel movie's opening weekend: https://t.co/wiGa5TziwJ https://t.…","New York City","Captain America: Civil War","05.08.2016",0.413661576734236
"127","Movie time! (@ CityPlex 12 Newark for Captain America: Civil War in Newark, NJ) https://t.co/xkTxBSY7Hs","New York City","Captain America: Civil War","05.08.2016",0.853315264814441
"128","Our big summer movie preview: https://t.co/0jMS3nGTaR and my CIVIL WAR review, for you read-it-after-I-see-it people https://t.co/6tbrMiTRKh","New York City","Captain America: Civil War","05.08.2016",0.917521087980356
"129","Movie time with my boys <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> (@ AMC Bay Plaza Cinema 13 - @amctheatres for Captain America: Civil War in Disney Di...) https://t.co/HtIVZhgHnY","New York City","Captain America: Civil War","05.08.2016",0.900143299794216
"130","@elmayimbe it's 9:30 in NY and the movie theater is half full to see Captain America Civil War di que superhero fatigue","New York City","Captain America: Civil War","05.08.2016",0.648790795161294
"131","I liked a @YouTube video from @tyronemagnus77 https://t.co/wvYGiQ29Xc Captain America: Civil War: Cap Stops Bucky's Helicopter Movie","New York City","Captain America: Civil War","05.08.2016",0.665079148332311
"132","NYMag: #CaptainAmericaCivilWar is a busy—but uninventive—blockbuster. Our review: https://t.co/pNPHj4QLWP https://t.co/gmYeUaBRuL","New York City","Captain America: Civil War","05.08.2016",0.211458448768572
"133","RT @businessinsider: 'Captain America: Civil War’ is the movie ‘Batman v Superman’ wanted to be https://t.co/xDVi5zLtJq https://t.co/BDscGZ…","New York City","Captain America: Civil War","05.08.2016",0.746373178375651
"134","I liked a @YouTube video from @tyronemagnus77 https://t.co/zktvsxldVm Captain America: Civil War - ""Black Panther Vs Bucky"" Movie Clip","New York City","Captain America: Civil War","05.08.2016",0.846407339259838
"135","#CaptainAmericaCivilWar is a busy—but uninventive—blockbuster. Our review: https://t.co/amwtaHau6e https://t.co/wznJk86obO","New York City","Captain America: Civil War","05.08.2016",0.668655149125699
"136","I liked a @YouTube video from @tyronemagnus77 https://t.co/IW7jG2hZbh Captain America: Civil War MOVIE REVIEW ""MULLET STYLE""!!!","New York City","Captain America: Civil War","05.08.2016",0.934641319537491
"137","RT @Phil_Elmore: Salon hates ""Captain America: Civil War"" for ""making Captain America a douchey libertarian."" There is no better reason to…","New York City","Captain America: Civil War","05.08.2016",0.0911032597029403
"138","RT @indiewire: Indies are our beat, but we can't help but be excited for these summer blockbusters https://t.co/BoxXWl2z06 https://t.co/dnn…","New York City","Captain America: Civil War","05.08.2016",0.91219209287259
"139","RT @mrburkemath: OMG!!! CAPTAIN AMERICA CIVIL WAR!!!
WOW!! WHAT A MOVIE!!! I JUST GOT BACK HOME FROM SEEING IT
I COULDN'T BELIEVE THE PART…","New York City","Captain America: Civil War","05.08.2016",0.721381481977559
"140","Captain America: Civil War Movie Review || Did Marvel Out Marvel Themselves?: https://t.co/nwHqzN8Ged via @YouTube","New York City","Captain America: Civil War","05.08.2016",0.722323033790355
"141","RT @flavorwire: ""Captain America: Civil War"" is a totally adequate movie -- but is that enough anymore? https://t.co/08S4IvYM1o https://t.c…","New York City","Captain America: Civil War","05.08.2016",0.951645999247699
"142","RT @IndieClubNY: Best of the Week: Young Han Solo Cast, 'Captain America: Civil War' Reviewed and More https://t.co/xO6jNfswhS #movies #Mov…","New York City","Captain America: Civil War","05.08.2016",0.912935662377711
"143","Best of the Week: Young Han Solo Cast, 'Captain America: Civil War' Reviewed and More https://t.co/xO6jNfswhS #movies #MovieNews","New York City","Captain America: Civil War","05.08.2016",0.819084181311385
"144","""Captain America: Civil War"" is a totally adequate movie -- but is that enough anymore? https://t.co/08S4IvYM1o https://t.co/Xl1NMchpuT","New York City","Captain America: Civil War","05.08.2016",0.933094968456572
"145","Now that I've seen Captain America Civil War, I will say something I never expected to say:

I can't wait for the next Spider-Man movie.","New York City","Captain America: Civil War","05.08.2016",0.967779932425959
"146","Captain America Civil War good movie 8/8 m8","New York City","Captain America: Civil War","05.08.2016",0.957617331896665
"147","It's astonishing how much better at this Marvel is https://t.co/XtT8UUFmNF","New York City","Captain America: Civil War","05.08.2016",0.794862755945436
"148","Captain America: Civil War is probably the best movie I've seen in my life. 10/10 would see it ten times again. #CivilWar","New York City","Captain America: Civil War","05.08.2016",0.989397615028065
"149","RT @_AndrewCrawford: Captain America Civil War was a fantastic movie","New York City","Captain America: Civil War","05.08.2016",0.977886366256437
"150","""Captain America: Civil War"" is everything u can ask for in a superhero movie! Action, drama, humor and EPIC fighting!!
#teamcap","New York City","Captain America: Civil War","05.08.2016",0.999055858941358
"151","""Captain America: Civil War"" is hands down the best action movie I seen all year!! I'm definitely going to see that again.","New York City","Captain America: Civil War","05.08.2016",0.999245591913723
"152","Captain America civil war was a good movie. Definitely dope","New York City","Captain America: Civil War","05.08.2016",0.998632188682438
"153","RT @DouglasTirola: popcorn sculpture right outside movie theater after Captain America - Civil War https://t.co/2IhvatP8Ub","New York City","Captain America: Civil War","05.08.2016",0.374723870994711
"154","Captain America Civil War it was a good movie <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>","New York City","Captain America: Civil War","05.08.2016",0.976824962728761
"155","'Captain America: Civil War' has a subliminal message for the new Spider-Man movie https://t.co/BvgsYLCKii https://t.co/3OGqfUsryK","New York City","Captain America: Civil War","05.08.2016",0.314956201659796
"156","Captain America Civil War was a fantastic movie","New York City","Captain America: Civil War","05.08.2016",0.985446997025722
